"","feature","id.x","formula","compound","pubchem","ionmass","NPC_pathway","NPC_superclass","NPC_class","ClassyFire_superclass","ClassyFire_class","ClassyFire_subclass","ClassyFire_level5","ClassyFire_most_specific","id.y","datafile.con_1.mzML.area","datafile.con_2.mzML.area","datafile.con_3.mzML.area","datafile.con_4.mzML.area","datafile.con_5.mzML.area","datafile.con_6.mzML.area","datafile.con_7.mzML.area","datafile.con_8.mzML.area","datafile.le1_1.mzML.area","datafile.le1_2.mzML.area","datafile.le1_3.mzML.area","datafile.le1_4.mzML.area","datafile.le1_5.mzML.area","datafile.le1_6.mzML.area","datafile.le1_7.mzML.area","datafile.le1_8.mzML.area","datafile.sl1_1.mzML.area","datafile.sl1_2.mzML.area","datafile.sl1_3.mzML.area","datafile.sl1_4.mzML.area","datafile.sl1_5.mzML.area","datafile.sl1_6.mzML.area","datafile.sl1_7.mzML.area","datafile.sl1_8.mzML.area","id","ctrl_vs_sl1_log2FC","ctrl_vs_sl1_padj","ctrl_vs_le1_log2FC","ctrl_vs_le1_padj"
"11","1036.49953_20.2008","5191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5191",1.04317375886525,1.05439068100358,0.996527777777778,0.959474885844749,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,1.02786512928022,0.935671119592875,0.94286858974359,1.04095895258316,1.06353940708604,382.233963815789,566.808358184228,170.625611460517,3186.43761682243,4422.73410652921,5155.12044145873,1848.56803797468,7669.85803445851,3041.24433403068,3696.52736318408,3734.40370018975,"5191",11.9645994801189,0.00233366708264351,7.10047400567126,0.264048965323563
"12","1037.51202_20.7412","5404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5404",1.04317375886525,1.05439068100358,0.996527777777778,0.959474885844749,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,1.02786512928022,0.935671119592875,0.94286858974359,1.04095895258316,1.06353940708604,1.07520102339181,0.97473492379059,1.02786512928022,1607.42352024922,4112.38453608247,1947.99184261036,2275.9108649789,978.721466244726,1514.98073570432,750.386691542289,1965.81839025933,"5404",10.8525513061897,0.00685709551552932,-0.0189147465711333,0.708892471882839
"13","1053.4708_19.3754","4660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4660",1471.91817375887,512.855627240143,428.905555555556,288.801940639269,665.395833333333,448.830045289855,739.0490234375,1027.99837105624,1462.65207896576,1076.02178753181,1195.55737179487,1110.70320240623,1483.63747288503,1711.72002923977,1623.90838303512,2063.95317959469,2900.51051401869,4268.0647766323,3548.73296545106,3682.0638185654,3457.90093178622,3674.11035564854,3601.39614427861,3746.49818153068,"4660",2.37072722331798,1.1540069727542e-07,1.07066845611896,0.00940587016585323
"14","1053.50729_20.0934","5125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5125",3985.96693262411,4282.93494623656,3476.88541666667,2273.95547945205,3908.71412037037,4223.96929347826,4070.07747395833,4032.29586762689,2357.92260656883,3804.43877226463,3971.3625,4512.55705944798,4793.3721077368,6080.2617872807,3200.05475480451,5503.18990216632,10713.1020249221,23109.4175257732,9438.82037747921,10009.7521097046,24866.2693389592,24678.6976987448,23260.105721393,21221.163029728,"5125",2.28349532770877,0.0038284475847847,0.177808930581931,0.522190966979617
"15","1054.5105_20.1205","5183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5183",1585.62411347518,1826.20465949821,2131.57291666667,1449.76655251142,1702.40162037037,2842.62581521739,1607.67513020833,1879.45138888889,2188.3248602376,1956.4883110687,1715.07796474359,2522.24354210899,2212.16196673897,4288.97688230994,3224.42312789927,2656.0034940601,4012.14376947041,8107.50343642612,6672.10732565579,6866.74314345992,5340.45543248945,6854.85190027894,7532.09266169154,6137.48410815939,"5183",1.77783136115451,0.000138531137271545,0.466667631050231,0.148516505371781
"16","1059.51704_21.6069","5567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5567",1.04317375886525,1.05439068100358,0.996527777777778,0.959474885844749,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,1.02786512928022,0.935671119592875,0.94286858974359,1.04095895258316,148.044685466377,210.631880482456,245.340780318091,170.625611460517,20262.3341121495,25121.1297250859,19517.5607805502,17191.2394514768,3979.22371659634,20145.0383542538,8570.17288557214,3386.45477545857,"5567",13.8157194371524,0.00761689142891551,6.5698972375729,0.116834030482133
"17","1069.50244_18.0367","4157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4157",1.04317375886525,1.05439068100358,0.996527777777778,0.959474885844749,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,1.02786512928022,0.935671119592875,0.94286858974359,1.04095895258316,1.06353940708604,1.07520102339181,0.97473492379059,1.02786512928022,1624.83574766355,8463.3439862543,1963.048784389,1424.77162447257,2039.7788326301,1247.26917712692,1597.36815920398,0.930344718532574,"4157",11.1295608890285,0.0950692134623802,-0.0189147465711333,0.708892471882839
"18","1081.50187_20.1195","5139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5139",660.328989361702,445.480062724014,239.764583333333,451.624828767123,1495.19502314815,1003.92548007246,882.415559895833,343.708581961591,963.315199161426,346.198314249364,613.807451923077,1171.07882165605,1086.93727404194,1950.41465643275,1515.71280649437,1755.59364081062,5120.11129283489,6210.02414089347,5155.12044145873,5254.01160337553,5624.9073488045,5592.1970013947,5232.217039801,5168.99525616698,"5139",2.97290581576334,2.15063655288534e-09,0.76782339067034,0.178496412749417
"19","1083.51767_20.7668","5423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5423",1.04317375886525,1.05439068100358,0.996527777777778,0.959474885844749,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,1.02786512928022,0.935671119592875,0.94286858974359,1.04095895258316,1.06353940708604,1.07520102339181,0.97473492379059,270.431315513627,2344.23566978193,5653.01237113402,2590.73504478567,2586.2220464135,843.115479957806,2776.60991980474,2449.36753731343,1670.8991144845,"5423",11.3173716358493,0.00608204734944686,5.08147981032928,0.534974011909757
"20","1085.49741_18.0549","4164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4164",317.020505319149,262.859596774194,292.181944444444,255.700057077626,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,1.02786512928022,0.935671119592875,0.94286858974359,1.04095895258316,1.06353940708604,1.07520102339181,0.97473492379059,261.488888888889,3894.84034267913,11534.4905498282,4101.13451695457,1656.17510548523,6244.49534106892,4862.91379009763,5568.83519900498,784.466666666667,"4164",5.09354605657673,0.0186279878319577,-2.07549042294811,0.256721917856129
"21","1093.64477_18.8154","4452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4452",1.04317375886525,1.05439068100358,0.996527777777778,0.959474885844749,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,1.02786512928022,0.935671119592875,420.425104166667,1.04095895258316,1.06353940708604,1.07520102339181,0.97473492379059,1.02786512928022,1216.10661993769,4719.94183848797,0.941058861164427,0.886603375527426,2705.9135021097,2990.98430962343,2103.3407960199,0.930344718532574,"4452",10.7111707500642,0.0677210984129535,5.70519662923961,0.534974011909757
"22","130.08703_4.4863","2858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2858",11193.2544326241,10435.3045698925,9378.32291666667,12559.5262557078,10156.0416666667,9300.61974637681,10176.8352864583,8893.85048010974,10360.8805031447,12603.489980916,12012.1458333333,11617.101910828,13134.7116775127,9410.15935672515,12184.1865473824,14904.0443745632,16138.3855140187,33430.8152920962,16063.8747600768,13981.7352320675,16270.6496132208,16811.465306834,14238.3208955224,10894.3366540164,"2858",0.747541186924175,0.0625132668976576,0.229165072071299,0.099429180244062
"23","137.02408_0.8194","1814","[M - H]-","InChI=1S/C7H6O3/c1-5(9)7-3-2-6(4-8)10-7/h2-4,9H,1H2",1.062,2,"[M - H]-","Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","Benzenoids","Benzene and substituted derivatives",NA,NA,"1814",1263.28342198582,1222.03879928315,1080.23611111111,1951.57191780822,1425.15335648148,680.759320652174,1631.751953125,1525.35185185185,1872.77026554857,2516.01964058524,1453.90336538462,1412.58129865534,1612.32574114244,2103.09320175439,1731.12922465209,1926.21925227114,2965.57725856698,7821.41572164949,3959.97568777991,1953.18723628692,2628.33570675106,3252.54157949791,2002.98258706468,1603.91429475016,"1814",1.28052521648022,0.0742362049322057,0.440359857829306,0.0814832295084549
"24","138.05573_2.1875","2735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2735",1644.04184397163,1206.2229390681,845.553819444444,2342.07819634703,1597.33912037037,255.378007246377,1234.484375,1429.51294581619,1627.11049965059,1419.41308842239,2326.05681089744,1764.42542462845,1804.82637382502,1574.09429824561,1979.68663021869,3065.09381551363,2402.88738317757,4123.50455326461,1405.00087971849,2389.39609704641,1968.40726090014,2204.26107043236,2457.73072139303,1898.83357052498,"2735",0.836692730201319,0.0370501883402928,0.560034163566356,0.134999916482641
"25","1393.51313_17.5836","4055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4055",1.04317375886525,2390.30367383513,583.765972222222,9490.16609589041,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,1465.7356743536,0.935671119592875,3023.77956730769,1.04095895258316,2251.51292480116,345.247048611111,913.716517561299,8137.60822851153,12326.0241433022,1.01091065292096,6100.88459692898,12013.4757383966,9838.93319268636,12154.7201882845,11969.8072139303,6919.90401644529,"4055",2.51600853327931,0.0100348431302431,0.372208277132882,0.827139863030285
"26","1394.51583_17.5815","4068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4068",1.04317375886525,2543.19032258065,466.873263888889,10487.0605022831,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,1920.05206149546,0.935671119592875,3540.47155448718,1.04095895258316,2193.01825741142,360.622423245614,1465.02659045726,8995.87561146052,14223.0404984424,1.01091065292096,7303.55782149712,14930.4008438819,11378.076652602,12975.2920153417,15890.0497512438,7586.96117963314,"4068",2.642127764323,0.00972416732965534,0.452527745389559,0.790176822207373
"27","1396.51703_17.5821","4057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4057",1.04317375886525,931.343288530466,0.996527777777778,4606.43892694064,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,859.398034591195,0.935671119592875,1840.47948717949,1.04095895258316,403.93226681128,1.07520102339181,0.97473492379059,3882.2465932914,5141.18925233645,1.01091065292096,3001.97776711452,5613.08597046414,4923.60407876231,5518.34553695955,5134.99502487562,3104.5603257432,"4057",2.5487293240527,0.00989528853745662,0.334391737944673,0.863337996143683
"28","1421.47248_16.1705","3844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3844",1.04317375886525,2279.59265232975,795.727430555555,10630.9817351598,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,2254.10822851153,0.935671119592875,4998.14639423077,1.04095895258316,3400.13548445409,536.632830774854,1811.05748840292,9373.10211390636,23928.0661993769,750.904432989691,20251.5866922585,22377.8691983122,26676.4178973277,22545.2109483961,26187.2201492537,11871.1986084756,"3844",3.49497582740637,0.0033780546215774,0.706512919645666,0.708892471882839
"29","1422.47507_16.1705","3851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3851",1.04317375886525,2769.88431899642,977.793055555555,11839.9200913242,0.972800925925926,1.06585144927536,1.09440104166667,1.00883058984911,2394.92575122292,650.10429389313,5355.49358974359,1.04095895258316,3491.59987346349,662.646390716374,2116.14951954937,10187.1712962963,26237.4774143302,784.365575601375,22312.5055982086,24470.253164557,28114.1930379747,24278.6689330544,28591.6355721393,11759.5572422517,"3851",3.41699341230969,0.00378601114366378,0.672897504962578,0.708892471882839
